mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_classifier,param_classifier__criterion,param_classifier__max_depth,param_classifier__max_features,param_classifier__min_samples_leaf,param_classifier__min_samples_split,param_classifier__n_estimators,param_classifier__n_jobs,param_classifier__random_state,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,split10_test_score,split11_test_score,split12_test_score,split13_test_score,split14_test_score,split15_test_score,split16_test_score,split17_test_score,split18_test_score,split19_test_score,split20_test_score,split21_test_score,split22_test_score,split23_test_score,split24_test_score,split25_test_score,split26_test_score,split27_test_score,split28_test_score,split29_test_score,split30_test_score,split31_test_score,split32_test_score,split33_test_score,split34_test_score,split35_test_score,split36_test_score,split37_test_score,split38_test_score,split39_test_score,split40_test_score,split41_test_score,split42_test_score,split43_test_score,split44_test_score,split45_test_score,split46_test_score,split47_test_score,split48_test_score,split49_test_score,split50_test_score,split51_test_score,split52_test_score,split53_test_score,split54_test_score,split55_test_score,mean_test_score,std_test_score,rank_test_score
3.8980816304683685,0.3089690686128253,0.33669471740722656,0.2192240449224446,RandomForestClassifier(),gini,,sqrt,1,2,300,-1,42,"{'classifier': RandomForestClassifier(), 'classifier__criterion': 'gini', 'classifier__max_depth': None, 'classifier__max_features': 'sqrt', 'classifier__min_samples_leaf': 1, 'classifier__min_samples_split': 2, 'classifier__n_estimators': 300, 'classifier__n_jobs': -1, 'classifier__random_state': 42}",0.6888888888888889,0.4489795918367347,0.34146341463414637,0.3617021276595745,0.6511627906976745,0.5111111111111111,0.5581395348837209,0.5777777777777777,0.3125,0.5208333333333334,0.6222222222222222,0.34,0.425531914893617,0.38636363636363635,0.40816326530612246,0.625,0.61003861003861,0.24050632911392406,0.4222222222222222,0.8,0.5869565217391305,0.7333333333333333,0.6041666666666666,0.5625,0.21568627450980393,0.5581395348837209,0.7209302325581395,0.3170731707317073,0.18181818181818182,0.6170212765957447,0.29545454545454547,0.4090909090909091,0.425531914893617,0.6086956521739131,0.40384615384615385,0.4,0.627906976744186,0.5454545454545454,0.40425531914893614,0.5909090909090909,0.5,0.45454545454545453,0.5918367346938775,0.6222222222222222,0.3333333333333333,0.32,0.44680851063829785,0.46,0.5609756097560976,0.5333333333333333,0.5777777777777777,0.4888888888888889,0.48936170212765956,0.4626865671641791,0.4827586206896552,0.5714285714285714,0.49209525710955343,0.13324855560582635,9
3.8053545483521054,0.48863177188259566,0.8077560407774789,0.5217063229451391,RandomForestClassifier(),gini,,log2,1,2,300,-1,42,"{'classifier': RandomForestClassifier(), 'classifier__criterion': 'gini', 'classifier__max_depth': None, 'classifier__max_features': 'log2', 'classifier__min_samples_leaf': 1, 'classifier__min_samples_split': 2, 'classifier__n_estimators': 300, 'classifier__n_jobs': -1, 'classifier__random_state': 42}",0.6888888888888889,0.4489795918367347,0.34146341463414637,0.3617021276595745,0.6511627906976745,0.5111111111111111,0.5581395348837209,0.5777777777777777,0.3125,0.5208333333333334,0.6222222222222222,0.34,0.425531914893617,0.38636363636363635,0.40816326530612246,0.625,0.61003861003861,0.24050632911392406,0.4222222222222222,0.8,0.5869565217391305,0.7333333333333333,0.6041666666666666,0.5625,0.21568627450980393,0.5581395348837209,0.7209302325581395,0.3170731707317073,0.18181818181818182,0.6170212765957447,0.29545454545454547,0.4090909090909091,0.425531914893617,0.6086956521739131,0.40384615384615385,0.4,0.627906976744186,0.5454545454545454,0.40425531914893614,0.5909090909090909,0.5,0.45454545454545453,0.5918367346938775,0.6222222222222222,0.3333333333333333,0.32,0.44680851063829785,0.46,0.5609756097560976,0.5333333333333333,0.5777777777777777,0.4888888888888889,0.48936170212765956,0.4626865671641791,0.4827586206896552,0.5714285714285714,0.49209525710955343,0.13324855560582635,9
12.580971973282951,1.6045091482003788,1.3670065615858351,0.8504997821852635,RandomForestClassifier(),gini,,,1,2,300,-1,42,"{'classifier': RandomForestClassifier(), 'classifier__criterion': 'gini', 'classifier__max_depth': None, 'classifier__max_features': None, 'classifier__min_samples_leaf': 1, 'classifier__min_samples_split': 2, 'classifier__n_estimators': 300, 'classifier__n_jobs': -1, 'classifier__random_state': 42}",0.6666666666666666,0.3877551020408163,0.2682926829268293,0.3191489361702128,0.5813953488372093,0.4888888888888889,0.6511627906976745,0.5777777777777777,0.3125,0.5208333333333334,0.5333333333333333,0.38,0.3617021276595745,0.38636363636363635,0.3510204081632653,0.6666666666666666,0.5444015444015444,0.2742616033755274,0.4,0.775,0.5217391304347826,0.7333333333333333,0.5416666666666666,0.4375,0.21568627450980393,0.6046511627906976,0.6744186046511628,0.24390243902439024,0.20454545454545456,0.5957446808510638,0.22727272727272727,0.4772727272727273,0.2978723404255319,0.5652173913043478,0.4807692307692308,0.4444444444444444,0.5813953488372093,0.4772727272727273,0.3404255319148936,0.5454545454545454,0.4782608695652174,0.5,0.5510204081632653,0.4888888888888889,0.4791666666666667,0.24,0.3829787234042553,0.42,0.4878048780487805,0.4666666666666667,0.6,0.4444444444444444,0.44680851063829785,0.4626865671641791,0.46551724137931033,0.5238095238095238,0.4659965892485392,0.13255307004275754,18
3.9602601315293993,1.494390133159627,0.5621829586369651,0.4552944270346452,RandomForestClassifier(),gini,10,sqrt,1,2,300,-1,42,"{'classifier': RandomForestClassifier(), 'classifier__criterion': 'gini', 'classifier__max_depth': 10, 'classifier__max_features': 'sqrt', 'classifier__min_samples_leaf': 1, 'classifier__min_samples_split': 2, 'classifier__n_estimators': 300, 'classifier__n_jobs': -1, 'classifier__random_state': 42}",0.7111111111111111,0.4489795918367347,0.36585365853658536,0.3617021276595745,0.6511627906976745,0.5777777777777777,0.5813953488372093,0.6,0.3333333333333333,0.5625,0.5555555555555556,0.32,0.40425531914893614,0.45454545454545453,0.3551020408163265,0.6666666666666666,0.5598455598455598,0.22362869198312235,0.4222222222222222,0.725,0.5434782608695652,0.7111111111111111,0.6875,0.5,0.21568627450980393,0.6046511627906976,0.7441860465116279,0.34146341463414637,0.20454545454545456,0.5957446808510638,0.25,0.45454545454545453,0.3829787234042553,0.6304347826086957,0.4230769230769231,0.37777777777777777,0.6046511627906976,0.6363636363636364,0.3829787234042553,0.5454545454545454,0.4782608695652174,0.4090909090909091,0.5714285714285714,0.5777777777777777,0.4166666666666667,0.28,0.3617021276595745,0.42,0.4878048780487805,0.5111111111111111,0.6,0.4888888888888889,0.46808510638297873,0.5522388059701493,0.4482758620689655,0.5952380952380952,0.48899705456645076,0.13559109864235924,15
2.9615893619401112,0.2932995151490534,0.7845121579510825,0.5545550447127392,RandomForestClassifier(),gini,10,log2,1,2,300,-1,42,"{'classifier': RandomForestClassifier(), 'classifier__criterion': 'gini', 'classifier__max_depth': 10, 'classifier__max_features': 'log2', 'classifier__min_samples_leaf': 1, 'classifier__min_samples_split': 2, 'classifier__n_estimators': 300, 'classifier__n_jobs': -1, 'classifier__random_state': 42}",0.7111111111111111,0.4489795918367347,0.36585365853658536,0.3617021276595745,0.6511627906976745,0.5777777777777777,0.5813953488372093,0.6,0.3333333333333333,0.5625,0.5555555555555556,0.32,0.40425531914893614,0.45454545454545453,0.3551020408163265,0.6666666666666666,0.5598455598455598,0.22362869198312235,0.4222222222222222,0.725,0.5434782608695652,0.7111111111111111,0.6875,0.5,0.21568627450980393,0.6046511627906976,0.7441860465116279,0.34146341463414637,0.20454545454545456,0.5957446808510638,0.25,0.45454545454545453,0.3829787234042553,0.6304347826086957,0.4230769230769231,0.37777777777777777,0.6046511627906976,0.6363636363636364,0.3829787234042553,0.5454545454545454,0.4782608695652174,0.4090909090909091,0.5714285714285714,0.5777777777777777,0.4166666666666667,0.28,0.3617021276595745,0.42,0.4878048780487805,0.5111111111111111,0.6,0.4888888888888889,0.46808510638297873,0.5522388059701493,0.4482758620689655,0.5952380952380952,0.48899705456645076,0.13559109864235924,15
9.660384088754654,1.2710074127561093,1.6272189617156982,0.5664056179067364,RandomForestClassifier(),gini,10,,1,2,300,-1,42,"{'classifier': RandomForestClassifier(), 'classifier__criterion': 'gini', 'classifier__max_depth': 10, 'classifier__max_features': None, 'classifier__min_samples_leaf': 1, 'classifier__min_samples_split': 2, 'classifier__n_estimators': 300, 'classifier__n_jobs': -1, 'classifier__random_state': 42}",0.6888888888888889,0.3877551020408163,0.2682926829268293,0.3829787234042553,0.627906976744186,0.4888888888888889,0.627906976744186,0.6222222222222222,0.3333333333333333,0.5625,0.4888888888888889,0.32,0.3404255319148936,0.4318181818181818,0.2897959183673469,0.5833333333333334,0.4980694980694981,0.24050632911392406,0.4222222222222222,0.725,0.4782608695652174,0.6888888888888889,0.5,0.4583333333333333,0.2549019607843137,0.6046511627906976,0.6511627906976745,0.2926829268292683,0.20454545454545456,0.5957446808510638,0.25,0.45454545454545453,0.2765957446808511,0.5869565217391305,0.46153846153846156,0.4,0.5348837209302325,0.45454545454545453,0.3617021276595745,0.4772727272727273,0.43478260869565216,0.4772727272727273,0.5306122448979592,0.5111111111111111,0.4583333333333333,0.24,0.40425531914893614,0.42,0.4634146341463415,0.4888888888888889,0.6,0.4666666666666667,0.44680851063829785,0.4925373134328358,0.39655172413793105,0.5714285714285714,0.4592966006056955,0.12605057601413192,23
4.273276971919196,1.0347023772007804,0.6300822070666722,0.27753012608387606,RandomForestClassifier(),gini,20,sqrt,1,2,300,-1,42,"{'classifier': RandomForestClassifier(), 'classifier__criterion': 'gini', 'classifier__max_depth': 20, 'classifier__max_features': 'sqrt', 'classifier__min_samples_leaf': 1, 'classifier__min_samples_split': 2, 'classifier__n_estimators': 300, 'classifier__n_jobs': -1, 'classifier__random_state': 42}",0.6888888888888889,0.40816326530612246,0.3902439024390244,0.3617021276595745,0.6511627906976745,0.4888888888888889,0.5813953488372093,0.6222222222222222,0.3125,0.4791666666666667,0.6222222222222222,0.24,0.425531914893617,0.36363636363636365,0.4122448979591837,0.6458333333333334,0.5868725868725869,0.2616033755274262,0.4666666666666667,0.7,0.5434782608695652,0.8,0.6041666666666666,0.5208333333333334,0.21568627450980393,0.6046511627906976,0.7441860465116279,0.2682926829268293,0.18181818181818182,0.6170212765957447,0.2727272727272727,0.4318181818181818,0.40425531914893614,0.6086956521739131,0.4230769230769231,0.4222222222222222,0.6511627906976745,0.6136363636363636,0.3829787234042553,0.6136363636363636,0.5217391304347826,0.38636363636363635,0.5918367346938775,0.6222222222222222,0.375,0.28,0.425531914893617,0.44,0.6097560975609756,0.5333333333333333,0.5333333333333333,0.5333333333333333,0.5531914893617021,0.5671641791044776,0.4482758620689655,0.5952380952380952,0.49374300934329607,0.14101568281469296,7
3.703416211264474,0.42322485718499786,0.8387880623340607,0.38155040373102567,RandomForestClassifier(),gini,20,log2,1,2,300,-1,42,"{'classifier': RandomForestClassifier(), 'classifier__criterion': 'gini', 'classifier__max_depth': 20, 'classifier__max_features': 'log2', 'classifier__min_samples_leaf': 1, 'classifier__min_samples_split': 2, 'classifier__n_estimators': 300, 'classifier__n_jobs': -1, 'classifier__random_state': 42}",0.6888888888888889,0.40816326530612246,0.3902439024390244,0.3617021276595745,0.6511627906976745,0.4888888888888889,0.5813953488372093,0.6222222222222222,0.3125,0.4791666666666667,0.6222222222222222,0.24,0.425531914893617,0.36363636363636365,0.4122448979591837,0.6458333333333334,0.5868725868725869,0.2616033755274262,0.4666666666666667,0.7,0.5434782608695652,0.8,0.6041666666666666,0.5208333333333334,0.21568627450980393,0.6046511627906976,0.7441860465116279,0.2682926829268293,0.18181818181818182,0.6170212765957447,0.2727272727272727,0.4318181818181818,0.40425531914893614,0.6086956521739131,0.4230769230769231,0.4222222222222222,0.6511627906976745,0.6136363636363636,0.3829787234042553,0.6136363636363636,0.5217391304347826,0.38636363636363635,0.5918367346938775,0.6222222222222222,0.375,0.28,0.425531914893617,0.44,0.6097560975609756,0.5333333333333333,0.5333333333333333,0.5333333333333333,0.5531914893617021,0.5671641791044776,0.4482758620689655,0.5952380952380952,0.49374300934329607,0.14101568281469296,7
12.669726857117244,1.2917525788354247,1.541469441992896,0.814390722358413,RandomForestClassifier(),gini,20,,1,2,300,-1,42,"{'classifier': RandomForestClassifier(), 'classifier__criterion': 'gini', 'classifier__max_depth': 20, 'classifier__max_features': None, 'classifier__min_samples_leaf': 1, 'classifier__min_samples_split': 2, 'classifier__n_estimators': 300, 'classifier__n_jobs': -1, 'classifier__random_state': 42}",0.6666666666666666,0.3877551020408163,0.2926829268292683,0.3617021276595745,0.5813953488372093,0.5111111111111111,0.6511627906976745,0.5777777777777777,0.3333333333333333,0.5416666666666666,0.5111111111111111,0.36,0.3404255319148936,0.38636363636363635,0.3551020408163265,0.6875,0.5328185328185329,0.27848101265822783,0.4,0.75,0.5217391304347826,0.7333333333333333,0.5416666666666666,0.4791666666666667,0.23529411764705882,0.5813953488372093,0.6976744186046512,0.24390243902439024,0.18181818181818182,0.5957446808510638,0.29545454545454547,0.45454545454545453,0.3191489361702128,0.5434782608695652,0.5,0.4444444444444444,0.5813953488372093,0.4772727272727273,0.3404255319148936,0.5454545454545454,0.5,0.5,0.5510204081632653,0.5333333333333333,0.4791666666666667,0.22,0.44680851063829785,0.44,0.4878048780487805,0.4888888888888889,0.5777777777777777,0.4666666666666667,0.44680851063829785,0.4925373134328358,0.41379310344827586,0.5238095238095238,0.47122903710112574,0.1289098831604487,17
4.520723508937018,1.6273370486176333,0.6350095570087433,0.33429809951193457,RandomForestClassifier(),gini,30,sqrt,1,2,300,-1,42,"{'classifier': RandomForestClassifier(), 'classifier__criterion': 'gini', 'classifier__max_depth': 30, 'classifier__max_features': 'sqrt', 'classifier__min_samples_leaf': 1, 'classifier__min_samples_split': 2, 'classifier__n_estimators': 300, 'classifier__n_jobs': -1, 'classifier__random_state': 42}",0.6888888888888889,0.42857142857142855,0.34146341463414637,0.3617021276595745,0.6511627906976745,0.5111111111111111,0.5581395348837209,0.5777777777777777,0.3125,0.5208333333333334,0.6222222222222222,0.34,0.425531914893617,0.36363636363636365,0.40408163265306124,0.625,0.6138996138996139,0.2489451476793249,0.4222222222222222,0.8,0.5652173913043478,0.7111111111111111,0.6041666666666666,0.5625,0.21568627450980393,0.5581395348837209,0.7209302325581395,0.3170731707317073,0.18181818181818182,0.5957446808510638,0.29545454545454547,0.4090909090909091,0.425531914893617,0.6086956521739131,0.40384615384615385,0.4,0.627906976744186,0.5454545454545454,0.40425531914893614,0.5909090909090909,0.4782608695652174,0.45454545454545453,0.5918367346938775,0.6222222222222222,0.3541666666666667,0.3,0.44680851063829785,0.48,0.5609756097560976,0.5333333333333333,0.5777777777777777,0.4888888888888889,0.48936170212765956,0.47761194029850745,0.4482758620689655,0.5714285714285714,0.4899413575165404,0.13240658258198293,11
3.7678965670721873,0.5074777306421385,0.8367916643619537,0.44581924071959145,RandomForestClassifier(),gini,30,log2,1,2,300,-1,42,"{'classifier': RandomForestClassifier(), 'classifier__criterion': 'gini', 'classifier__max_depth': 30, 'classifier__max_features': 'log2', 'classifier__min_samples_leaf': 1, 'classifier__min_samples_split': 2, 'classifier__n_estimators': 300, 'classifier__n_jobs': -1, 'classifier__random_state': 42}",0.6888888888888889,0.42857142857142855,0.34146341463414637,0.3617021276595745,0.6511627906976745,0.5111111111111111,0.5581395348837209,0.5777777777777777,0.3125,0.5208333333333334,0.6222222222222222,0.34,0.425531914893617,0.36363636363636365,0.40408163265306124,0.625,0.6138996138996139,0.2489451476793249,0.4222222222222222,0.8,0.5652173913043478,0.7111111111111111,0.6041666666666666,0.5625,0.21568627450980393,0.5581395348837209,0.7209302325581395,0.3170731707317073,0.18181818181818182,0.5957446808510638,0.29545454545454547,0.4090909090909091,0.425531914893617,0.6086956521739131,0.40384615384615385,0.4,0.627906976744186,0.5454545454545454,0.40425531914893614,0.5909090909090909,0.4782608695652174,0.45454545454545453,0.5918367346938775,0.6222222222222222,0.3541666666666667,0.3,0.44680851063829785,0.48,0.5609756097560976,0.5333333333333333,0.5777777777777777,0.4888888888888889,0.48936170212765956,0.47761194029850745,0.4482758620689655,0.5714285714285714,0.4899413575165404,0.13240658258198293,11
